CI: 1000005 | Edad:69 | Riesgo: 2
CI: 1000272 | Edad:70 | Riesgo: 2
CI: 1000312 | Edad:83 | Riesgo: 5
CI: 1000269 | Edad:81 | Riesgo: 1
CI: 1000314 | Edad:66 | Riesgo: 1
CI: 1000274 | Edad:75 | Riesgo: 2
CI: 1000270 | Edad:36 | Riesgo: 3
CI: 1000275 | Edad:53 | Riesgo: 4
CI: 1000292 | Edad:88 | Riesgo: 3
CI: 1000276 | Edad:85 | Riesgo: 2
CI: 1000293 | Edad:80 | Riesgo: 5
CI: 1000272 | Edad:70 | Riesgo: 2
CI: 1000294 | Edad:41 | Riesgo: 2
CI: 1000320 | Edad:81 | Riesgo: 3
CI: 1000274 | Edad:75 | Riesgo: 2
CI: 1000321 | Edad:56 | Riesgo: 4
CI: 1000279 | Edad:86 | Riesgo: 1
CI: 1000322 | Edad:75 | Riesgo: 3
CI: 1000275 | Edad:53 | Riesgo: 4
CI: 1000296 | Edad:71 | Riesgo: 3
CI: 1000313 | Edad:54 | Riesgo: 1
CI: 1000323 | Edad:89 | Riesgo: 2
CI: 1000297 | Edad:80 | Riesgo: 2
CI: 1000276 | Edad:85 | Riesgo: 2
CI: 1000281 | Edad:86 | Riesgo: 2
CI: 1000324 | Edad:50 | Riesgo: 1
CI: 1000325 | Edad:67 | Riesgo: 1
CI: 1000298 | Edad:59 | Riesgo: 4
CI: 1000326 | Edad:88 | Riesgo: 3
CI: 1000279 | Edad:86 | Riesgo: 1
CI: 1000283 | Edad:70 | Riesgo: 4
CI: 1000284 | Edad:74 | Riesgo: 5
CI: 1000331 | Edad:70 | Riesgo: 1
CI: 1000301 | Edad:68 | Riesgo: 3
CI: 1000281 | Edad:86 | Riesgo: 2
CI: 1000333 | Edad:62 | Riesgo: 2
CI: 1000286 | Edad:69 | Riesgo: 5
CI: 1000304 | Edad:83 | Riesgo: 4
CI: 1000334 | Edad:64 | Riesgo: 3
CI: 1000287 | Edad:70 | Riesgo: 1
CI: 1000283 | Edad:70 | Riesgo: 4
CI: 1000336 | Edad:20 | Riesgo: 4
CI: 1000306 | Edad:75 | Riesgo: 4
CI: 1000284 | Edad:74 | Riesgo: 5
CI: 1000337 | Edad:81 | Riesgo: 4
CI: 1000307 | Edad:74 | Riesgo: 4
CI: 1000339 | Edad:74 | Riesgo: 2
CI: 1000308 | Edad:67 | Riesgo: 3
CI: 1000286 | Edad:69 | Riesgo: 5
CI: 1000309 | Edad:80 | Riesgo: 1
CI: 1000287 | Edad:70 | Riesgo: 1
CI: 1000341 | Edad:26 | Riesgo: 4
CI: 1000292 | Edad:88 | Riesgo: 3
CI: 1000310 | Edad:86 | Riesgo: 5
CI: 1000293 | Edad:80 | Riesgo: 5
CI: 1000343 | Edad:47 | Riesgo: 2
CI: 1000344 | Edad:30 | Riesgo: 4
CI: 1000294 | Edad:41 | Riesgo: 2
CI: 1000312 | Edad:83 | Riesgo: 5
CI: 1000345 | Edad:73 | Riesgo: 2
CI: 1000346 | Edad:66 | Riesgo: 3
CI: 1000313 | Edad:54 | Riesgo: 1
CI: 1000347 | Edad:83 | Riesgo: 1
CI: 1000296 | Edad:71 | Riesgo: 3
CI: 1000314 | Edad:66 | Riesgo: 1
CI: 1000292 | Edad:88 | Riesgo: 3
CI: 1000349 | Edad:33 | Riesgo: 3
CI: 1000297 | Edad:80 | Riesgo: 2
CI: 1000293 | Edad:80 | Riesgo: 5
CI: 1000298 | Edad:59 | Riesgo: 4
CI: 1000351 | Edad:67 | Riesgo: 1
CI: 1000294 | Edad:41 | Riesgo: 2
CI: 1000352 | Edad:82 | Riesgo: 1
CI: 1000301 | Edad:68 | Riesgo: 3
CI: 1000320 | Edad:81 | Riesgo: 3
CI: 1000353 | Edad:70 | Riesgo: 3
CI: 1000127 | Edad:80 | Riesgo: 1
CI: 1000296 | Edad:71 | Riesgo: 3
CI: 1000304 | Edad:83 | Riesgo: 4
CI: 1000321 | Edad:56 | Riesgo: 4
CI: 1000128 | Edad:68 | Riesgo: 1
CI: 1000297 | Edad:80 | Riesgo: 2
CI: 1000357 | Edad:79 | Riesgo: 4
CI: 1000322 | Edad:75 | Riesgo: 3
CI: 1000134 | Edad:79 | Riesgo: 2
CI: 1000306 | Edad:75 | Riesgo: 4
CI: 1000323 | Edad:89 | Riesgo: 2
CI: 1000360 | Edad:36 | Riesgo: 5
CI: 1000298 | Edad:59 | Riesgo: 4
CI: 1000307 | Edad:74 | Riesgo: 4
CI: 1000324 | Edad:50 | Riesgo: 1
CI: 1000137 | Edad:69 | Riesgo: 3
CI: 1000301 | Edad:68 | Riesgo: 3
CI: 1000308 | Edad:67 | Riesgo: 3
CI: 1000362 | Edad:61 | Riesgo: 1
CI: 1000142 | Edad:42 | Riesgo: 5
CI: 1000304 | Edad:83 | Riesgo: 4
CI: 1000365 | Edad:38 | Riesgo: 5
CI: 1000325 | Edad:67 | Riesgo: 1
CI: 1000309 | Edad:80 | Riesgo: 1
CI: 1000143 | Edad:74 | Riesgo: 2
CI: 1000326 | Edad:88 | Riesgo: 3
CI: 1000368 | Edad:68 | Riesgo: 5
CI: 1000306 | Edad:75 | Riesgo: 4
CI: 1000310 | Edad:86 | Riesgo: 5
CI: 1000307 | Edad:74 | Riesgo: 4
CI: 1000144 | Edad:79 | Riesgo: 4
CI: 1000369 | Edad:67 | Riesgo: 1
CI: 1000312 | Edad:83 | Riesgo: 5
CI: 1000331 | Edad:70 | Riesgo: 1
CI: 1000308 | Edad:67 | Riesgo: 3
CI: 1000370 | Edad:18 | Riesgo: 2
CI: 1000145 | Edad:60 | Riesgo: 2
CI: 1000313 | Edad:54 | Riesgo: 1
CI: 1000309 | Edad:80 | Riesgo: 1
CI: 1000333 | Edad:62 | Riesgo: 2
CI: 1000371 | Edad:83 | Riesgo: 4
CI: 1000314 | Edad:66 | Riesgo: 1
CI: 1000146 | Edad:38 | Riesgo: 4
CI: 1000334 | Edad:64 | Riesgo: 3
CI: 1000310 | Edad:86 | Riesgo: 5
CI: 1000374 | Edad:18 | Riesgo: 5
CI: 1000312 | Edad:83 | Riesgo: 5
CI: 1000149 | Edad:75 | Riesgo: 1
CI: 1000320 | Edad:81 | Riesgo: 3
CI: 1000336 | Edad:20 | Riesgo: 4
CI: 1000313 | Edad:54 | Riesgo: 1
CI: 1000375 | Edad:82 | Riesgo: 3
CI: 1000321 | Edad:56 | Riesgo: 4
CI: 1000337 | Edad:81 | Riesgo: 4
CI: 1000150 | Edad:44 | Riesgo: 1
CI: 1000376 | Edad:25 | Riesgo: 5
CI: 1000314 | Edad:66 | Riesgo: 1
CI: 1000152 | Edad:66 | Riesgo: 4
CI: 1000322 | Edad:75 | Riesgo: 3
CI: 1000320 | Edad:81 | Riesgo: 3
CI: 1000339 | Edad:74 | Riesgo: 2
CI: 1000378 | Edad:24 | Riesgo: 1
CI: 1000323 | Edad:89 | Riesgo: 2
CI: 1000153 | Edad:84 | Riesgo: 2
CI: 1000341 | Edad:26 | Riesgo: 4
CI: 1000155 | Edad:67 | Riesgo: 3
CI: 1000321 | Edad:56 | Riesgo: 4
CI: 1000382 | Edad:80 | Riesgo: 3
CI: 1000324 | Edad:50 | Riesgo: 1
CI: 1000343 | Edad:47 | Riesgo: 2
CI: 1000322 | Edad:75 | Riesgo: 3
CI: 1000383 | Edad:74 | Riesgo: 3
CI: 1000160 | Edad:78 | Riesgo: 2
CI: 1000325 | Edad:67 | Riesgo: 1
CI: 1000385 | Edad:71 | Riesgo: 1
CI: 1000344 | Edad:30 | Riesgo: 4
CI: 1000326 | Edad:88 | Riesgo: 3
CI: 1000323 | Edad:89 | Riesgo: 2
CI: 1000386 | Edad:88 | Riesgo: 1
CI: 1000161 | Edad:75 | Riesgo: 3
CI: 1000331 | Edad:70 | Riesgo: 1
CI: 1000324 | Edad:50 | Riesgo: 1
CI: 1000253 | Edad:73 | Riesgo: 5
CI: 1000163 | Edad:83 | Riesgo: 4
CI: 1000345 | Edad:73 | Riesgo: 2
CI: 1000387 | Edad:77 | Riesgo: 1
CI: 1000325 | Edad:67 | Riesgo: 1
CI: 1000164 | Edad:86 | Riesgo: 4
CI: 1000333 | Edad:62 | Riesgo: 2
CI: 1000346 | Edad:66 | Riesgo: 3
CI: 1000334 | Edad:64 | Riesgo: 3
CI: 1000326 | Edad:88 | Riesgo: 3
CI: 1000389 | Edad:75 | Riesgo: 4
CI: 1000347 | Edad:83 | Riesgo: 1
CI: 1000336 | Edad:20 | Riesgo: 4
CI: 1000168 | Edad:78 | Riesgo: 1
CI: 1000337 | Edad:81 | Riesgo: 4
CI: 1000349 | Edad:33 | Riesgo: 3
CI: 1000169 | Edad:67 | Riesgo: 1
CI: 1000392 | Edad:84 | Riesgo: 4
CI: 1000339 | Edad:74 | Riesgo: 2
CI: 1000331 | Edad:70 | Riesgo: 1
CI: 1000393 | Edad:85 | Riesgo: 5
CI: 1000351 | Edad:67 | Riesgo: 1
CI: 1000171 | Edad:58 | Riesgo: 5
CI: 1000394 | Edad:73 | Riesgo: 5
CI: 1000333 | Edad:62 | Riesgo: 2
CI: 1000352 | Edad:82 | Riesgo: 1
CI: 1000341 | Edad:26 | Riesgo: 4
CI: 1000395 | Edad:87 | Riesgo: 1
CI: 1000334 | Edad:64 | Riesgo: 3
CI: 1000353 | Edad:70 | Riesgo: 3
CI: 1000343 | Edad:47 | Riesgo: 2
CI: 1000336 | Edad:20 | Riesgo: 4
CI: 1000344 | Edad:30 | Riesgo: 4
CI: 1000398 | Edad:75 | Riesgo: 3
CI: 1000400 | Edad:74 | Riesgo: 1
CI: 1000337 | Edad:81 | Riesgo: 4
CI: 1000175 | Edad:82 | Riesgo: 3
CI: 1000357 | Edad:79 | Riesgo: 4
CI: 1000339 | Edad:74 | Riesgo: 2
CI: 1000345 | Edad:73 | Riesgo: 2
CI: 1000402 | Edad:44 | Riesgo: 1
CI: 1000346 | Edad:66 | Riesgo: 3
CI: 1000403 | Edad:84 | Riesgo: 4
CI: 1000341 | Edad:26 | Riesgo: 4
CI: 1000347 | Edad:83 | Riesgo: 1
CI: 1000404 | Edad:83 | Riesgo: 5
CI: 1000360 | Edad:36 | Riesgo: 5
CI: 1000405 | Edad:70 | Riesgo: 5
CI: 1000343 | Edad:47 | Riesgo: 2
CI: 1000349 | Edad:33 | Riesgo: 3
CI: 1000344 | Edad:30 | Riesgo: 4
CI: 1000362 | Edad:61 | Riesgo: 1
CI: 1000183 | Edad:83 | Riesgo: 5
CI: 1000407 | Edad:66 | Riesgo: 1
CI: 1000345 | Edad:73 | Riesgo: 2
CI: 1000351 | Edad:67 | Riesgo: 1
CI: 1000184 | Edad:41 | Riesgo: 3
CI: 1000346 | Edad:66 | Riesgo: 3
CI: 1000185 | Edad:70 | Riesgo: 5
CI: 1000347 | Edad:83 | Riesgo: 1
CI: 1000352 | Edad:82 | Riesgo: 1
CI: 1000353 | Edad:70 | Riesgo: 3
CI: 1000365 | Edad:38 | Riesgo: 5
CI: 1000187 | Edad:29 | Riesgo: 1
CI: 1000349 | Edad:33 | Riesgo: 3
CI: 1000188 | Edad:43 | Riesgo: 5
CI: 1000412 | Edad:79 | Riesgo: 2
CI: 1000351 | Edad:67 | Riesgo: 1
CI: 1000357 | Edad:79 | Riesgo: 4
CI: 1000352 | Edad:82 | Riesgo: 1
CI: 1000368 | Edad:68 | Riesgo: 5
CI: 1000414 | Edad:19 | Riesgo: 3
CI: 1000353 | Edad:70 | Riesgo: 3
CI: 1000370 | Edad:18 | Riesgo: 2
CI: 1000369 | Edad:67 | Riesgo: 1
CI: 1000360 | Edad:36 | Riesgo: 5
CI: 1000416 | Edad:81 | Riesgo: 5
CI: 1000371 | Edad:83 | Riesgo: 4
CI: 1000417 | Edad:86 | Riesgo: 1
CI: 1000418 | Edad:66 | Riesgo: 2
CI: 1000419 | Edad:42 | Riesgo: 5
CI: 1000357 | Edad:79 | Riesgo: 4
CI: 1000362 | Edad:61 | Riesgo: 1
CI: 1000374 | Edad:18 | Riesgo: 5
CI: 1000194 | Edad:75 | Riesgo: 1
CI: 1000420 | Edad:85 | Riesgo: 2
CI: 1000375 | Edad:82 | Riesgo: 3
CI: 1000360 | Edad:36 | Riesgo: 5
CI: 1000365 | Edad:38 | Riesgo: 5
CI: 1000376 | Edad:25 | Riesgo: 5
CI: 1000362 | Edad:61 | Riesgo: 1
CI: 1000423 | Edad:61 | Riesgo: 5
CI: 1000378 | Edad:24 | Riesgo: 1
CI: 1000424 | Edad:21 | Riesgo: 5
CI: 1000365 | Edad:38 | Riesgo: 5
CI: 1000425 | Edad:43 | Riesgo: 3
CI: 1000368 | Edad:68 | Riesgo: 5
CI: 1000426 | Edad:40 | Riesgo: 3
CI: 1000201 | Edad:42 | Riesgo: 2
CI: 1000369 | Edad:67 | Riesgo: 1
CI: 1000370 | Edad:18 | Riesgo: 2
CI: 1000203 | Edad:89 | Riesgo: 3
CI: 1000368 | Edad:68 | Riesgo: 5
CI: 1000371 | Edad:83 | Riesgo: 4
CI: 1000382 | Edad:80 | Riesgo: 3
CI: 1000369 | Edad:67 | Riesgo: 1
CI: 1000204 | Edad:34 | Riesgo: 3
CI: 1000383 | Edad:74 | Riesgo: 3
CI: 1000430 | Edad:77 | Riesgo: 1
CI: 1000370 | Edad:18 | Riesgo: 2
CI: 1000431 | Edad:70 | Riesgo: 5
CI: 1000385 | Edad:71 | Riesgo: 1
CI: 1000374 | Edad:18 | Riesgo: 5
CI: 1000371 | Edad:83 | Riesgo: 4
CI: 1000206 | Edad:44 | Riesgo: 4
CI: 1000432 | Edad:45 | Riesgo: 4
CI: 1000375 | Edad:82 | Riesgo: 3
CI: 1000386 | Edad:88 | Riesgo: 1
CI: 1000207 | Edad:70 | Riesgo: 2
CI: 1000376 | Edad:25 | Riesgo: 5
CI: 1000387 | Edad:77 | Riesgo: 1
CI: 1000434 | Edad:80 | Riesgo: 2
CI: 1000208 | Edad:64 | Riesgo: 3
CI: 1000374 | Edad:18 | Riesgo: 5
CI: 1000210 | Edad:87 | Riesgo: 3
CI: 1000378 | Edad:24 | Riesgo: 1
CI: 1000375 | Edad:82 | Riesgo: 3
CI: 1000389 | Edad:75 | Riesgo: 4
CI: 1000378 | Edad:24 | Riesgo: 1
CI: 1000376 | Edad:25 | Riesgo: 5
CI: 1000382 | Edad:80 | Riesgo: 3
CI: 1000392 | Edad:84 | Riesgo: 4
CI: 1000383 | Edad:74 | Riesgo: 3
CI: 1000439 | Edad:46 | Riesgo: 4
CI: 1000393 | Edad:85 | Riesgo: 5
CI: 1000215 | Edad:79 | Riesgo: 4
CI: 1000394 | Edad:73 | Riesgo: 5
CI: 1000216 | Edad:81 | Riesgo: 3
CI: 1000395 | Edad:87 | Riesgo: 1
CI: 1000385 | Edad:71 | Riesgo: 1
CI: 1000386 | Edad:88 | Riesgo: 1
CI: 1000442 | Edad:88 | Riesgo: 3
CI: 1000382 | Edad:80 | Riesgo: 3
CI: 1000218 | Edad:65 | Riesgo: 1
CI: 1000387 | Edad:77 | Riesgo: 1
CI: 1000443 | Edad:66 | Riesgo: 1
CI: 1000383 | Edad:74 | Riesgo: 3
CI: 1000444 | Edad:71 | Riesgo: 3
CI: 1000220 | Edad:26 | Riesgo: 5
CI: 1000385 | Edad:71 | Riesgo: 1
CI: 1000398 | Edad:75 | Riesgo: 3
CI: 1000389 | Edad:75 | Riesgo: 4
CI: 1000445 | Edad:89 | Riesgo: 4
CI: 1000386 | Edad:88 | Riesgo: 1
CI: 1000221 | Edad:75 | Riesgo: 1
CI: 1000400 | Edad:74 | Riesgo: 1
CI: 1000387 | Edad:77 | Riesgo: 1
CI: 1000447 | Edad:80 | Riesgo: 2
CI: 1000392 | Edad:84 | Riesgo: 4
CI: 1000448 | Edad:88 | Riesgo: 5
CI: 1000402 | Edad:44 | Riesgo: 1
CI: 1000394 | Edad:73 | Riesgo: 5
CI: 1000393 | Edad:85 | Riesgo: 5
CI: 1000389 | Edad:75 | Riesgo: 4
CI: 1000449 | Edad:84 | Riesgo: 5
CI: 1000395 | Edad:87 | Riesgo: 1
CI: 1000403 | Edad:84 | Riesgo: 4
CI: 1000450 | Edad:74 | Riesgo: 4
CI: 1000404 | Edad:83 | Riesgo: 5
CI: 1000451 | Edad:68 | Riesgo: 3
CI: 1000228 | Edad:78 | Riesgo: 5
CI: 1000405 | Edad:70 | Riesgo: 5
CI: 1000392 | Edad:84 | Riesgo: 4
CI: 1000229 | Edad:77 | Riesgo: 3
CI: 1000398 | Edad:75 | Riesgo: 3
CI: 1000393 | Edad:85 | Riesgo: 5
CI: 1000453 | Edad:44 | Riesgo: 3
CI: 1000394 | Edad:73 | Riesgo: 5
CI: 1000407 | Edad:66 | Riesgo: 1
CI: 1000454 | Edad:40 | Riesgo: 3
CI: 1000400 | Edad:74 | Riesgo: 1
CI: 1000455 | Edad:74 | Riesgo: 3
CI: 1000395 | Edad:87 | Riesgo: 1
CI: 1000232 | Edad:73 | Riesgo: 4
CI: 1000402 | Edad:44 | Riesgo: 1
CI: 1000403 | Edad:84 | Riesgo: 4
CI: 1000398 | Edad:75 | Riesgo: 3
CI: 1000404 | Edad:83 | Riesgo: 5
CI: 1000405 | Edad:70 | Riesgo: 5
CI: 1000459 | Edad:37 | Riesgo: 3
CI: 1000412 | Edad:79 | Riesgo: 2
CI: 1000400 | Edad:74 | Riesgo: 1
CI: 1000407 | Edad:66 | Riesgo: 1
CI: 1000461 | Edad:87 | Riesgo: 1
CI: 1000402 | Edad:44 | Riesgo: 1
CI: 1000414 | Edad:19 | Riesgo: 3
CI: 1000239 | Edad:38 | Riesgo: 4
CI: 1000403 | Edad:84 | Riesgo: 4
CI: 1000404 | Edad:83 | Riesgo: 5
CI: 1000464 | Edad:88 | Riesgo: 3
CI: 1000241 | Edad:76 | Riesgo: 4
CI: 1000405 | Edad:70 | Riesgo: 5
CI: 1000416 | Edad:81 | Riesgo: 5
CI: 1000412 | Edad:79 | Riesgo: 2
CI: 1000242 | Edad:69 | Riesgo: 3
CI: 1000466 | Edad:77 | Riesgo: 2
CI: 1000407 | Edad:66 | Riesgo: 1
CI: 1000243 | Edad:83 | Riesgo: 3
CI: 1000467 | Edad:77 | Riesgo: 5
CI: 1000414 | Edad:19 | Riesgo: 3
CI: 1000468 | Edad:87 | Riesgo: 2
CI: 1000244 | Edad:70 | Riesgo: 5
CI: 1000416 | Edad:81 | Riesgo: 5
CI: 1000417 | Edad:86 | Riesgo: 1
CI: 1000417 | Edad:86 | Riesgo: 1
CI: 1000470 | Edad:66 | Riesgo: 4
CI: 1000418 | Edad:66 | Riesgo: 2
CI: 1000418 | Edad:66 | Riesgo: 2
CI: 1000471 | Edad:87 | Riesgo: 5
CI: 1000412 | Edad:79 | Riesgo: 2
CI: 1000248 | Edad:69 | Riesgo: 5
CI: 1000419 | Edad:42 | Riesgo: 5
CI: 1000472 | Edad:33 | Riesgo: 5
CI: 1000249 | Edad:88 | Riesgo: 5
CI: 1000419 | Edad:42 | Riesgo: 5
CI: 1000420 | Edad:85 | Riesgo: 2
CI: 1000473 | Edad:85 | Riesgo: 4
CI: 1000420 | Edad:85 | Riesgo: 2
CI: 1000414 | Edad:19 | Riesgo: 3
CI: 1000250 | Edad:89 | Riesgo: 1
CI: 1000474 | Edad:77 | Riesgo: 2
CI: 1000416 | Edad:81 | Riesgo: 5
CI: 1000475 | Edad:79 | Riesgo: 5
CI: 1000423 | Edad:61 | Riesgo: 5
CI: 1000417 | Edad:86 | Riesgo: 1
CI: 1000253 | Edad:73 | Riesgo: 5
CI: 1000476 | Edad:71 | Riesgo: 3
CI: 1000423 | Edad:61 | Riesgo: 5
CI: 1000418 | Edad:66 | Riesgo: 2
CI: 1000254 | Edad:18 | Riesgo: 1
CI: 1000477 | Edad:67 | Riesgo: 4
CI: 1000419 | Edad:42 | Riesgo: 5
CI: 1000424 | Edad:21 | Riesgo: 5
CI: 1000420 | Edad:85 | Riesgo: 2
CI: 1000424 | Edad:21 | Riesgo: 5
CI: 1000256 | Edad:85 | Riesgo: 4
CI: 1000425 | Edad:43 | Riesgo: 3
CI: 1000425 | Edad:43 | Riesgo: 3
CI: 1000257 | Edad:86 | Riesgo: 1
CI: 1000426 | Edad:40 | Riesgo: 3
CI: 1000426 | Edad:40 | Riesgo: 3
CI: 1000424 | Edad:21 | Riesgo: 5
CI: 1000423 | Edad:61 | Riesgo: 5
CI: 1000430 | Edad:77 | Riesgo: 1
CI: 1000260 | Edad:23 | Riesgo: 4
CI: 1000425 | Edad:43 | Riesgo: 3
CI: 1000483 | Edad:74 | Riesgo: 2
CI: 1000431 | Edad:70 | Riesgo: 5
CI: 1000426 | Edad:40 | Riesgo: 3
CI: 1000432 | Edad:45 | Riesgo: 4
CI: 1000430 | Edad:77 | Riesgo: 1
CI: 1000431 | Edad:70 | Riesgo: 5
CI: 1000434 | Edad:80 | Riesgo: 2
CI: 1000430 | Edad:77 | Riesgo: 1
CI: 1000487 | Edad:82 | Riesgo: 1
CI: 1000431 | Edad:70 | Riesgo: 5
CI: 1000432 | Edad:45 | Riesgo: 4
CI: 1000262 | Edad:27 | Riesgo: 2
CI: 1000488 | Edad:26 | Riesgo: 4
CI: 1000434 | Edad:80 | Riesgo: 2
CI: 1000432 | Edad:45 | Riesgo: 4
CI: 1000264 | Edad:85 | Riesgo: 3
CI: 1000267 | Edad:86 | Riesgo: 5
CI: 1000496 | Edad:87 | Riesgo: 2
CI: 1000493 | Edad:78 | Riesgo: 5
CI: 1000497 | Edad:35 | Riesgo: 1
CI: 1000270 | Edad:36 | Riesgo: 3
CI: 1000269 | Edad:81 | Riesgo: 1
CI: 1000495 | Edad:55 | Riesgo: 5
CI: 1000498 | Edad:76 | Riesgo: 4
CI: 1000439 | Edad:46 | Riesgo: 4
CI: 1000439 | Edad:46 | Riesgo: 4
CI: 1000272 | Edad:70 | Riesgo: 2
CI: 1000274 | Edad:75 | Riesgo: 2
