--- REPORTE DIA 3 ---
ESTADISTICAS
- Cantidad de agendados:	32186
6501)	CI: I-7-22 | Edad:22 | Riesgo: 4
6502)	CI: I-1-31 | Edad:31 | Riesgo: 5
6503)	CI: I-2-27 | Edad:27 | Riesgo: 2
6504)	CI: I-4-46 | Edad:46 | Riesgo: 5
6505)	CI: I-5-89 | Edad:89 | Riesgo: 4
6506)	CI: I-3-85 | Edad:85 | Riesgo: 2
6507)	CI: I-8-29 | Edad:29 | Riesgo: 1
6508)	CI: I-0-80 | Edad:80 | Riesgo: 4
6509)	CI: I-6-85 | Edad:85 | Riesgo: 1
6510)	CI: I-9-48 | Edad:48 | Riesgo: 5
6511)	CI: I-7-74 | Edad:74 | Riesgo: 2
6512)	CI: I-1-69 | Edad:69 | Riesgo: 2
6513)	CI: I-2-75 | Edad:75 | Riesgo: 5
6514)	CI: I-4-82 | Edad:82 | Riesgo: 4
6515)	CI: I-5-41 | Edad:41 | Riesgo: 5
6516)	CI: I-3-78 | Edad:78 | Riesgo: 3
6517)	CI: I-8-80 | Edad:80 | Riesgo: 4
6518)	CI: I-0-51 | Edad:51 | Riesgo: 5
6519)	CI: I-6-29 | Edad:29 | Riesgo: 2
6520)	CI: I-9-81 | Edad:81 | Riesgo: 5
6521)	CI: I-7-46 | Edad:46 | Riesgo: 3
6522)	CI: I-1-76 | Edad:76 | Riesgo: 4
6523)	CI: I-2-66 | Edad:66 | Riesgo: 4
6524)	CI: I-4-83 | Edad:83 | Riesgo: 2
6525)	CI: I-5-76 | Edad:76 | Riesgo: 3
6526)	CI: I-3-84 | Edad:84 | Riesgo: 5
6527)	CI: I-8-74 | Edad:74 | Riesgo: 2
6528)	CI: I-6-68 | Edad:68 | Riesgo: 5
6529)	CI: I-9-31 | Edad:31 | Riesgo: 4
6530)	CI: I-0-80 | Edad:80 | Riesgo: 4
6531)	CI: I-7-83 | Edad:83 | Riesgo: 5
6532)	CI: I-1-52 | Edad:52 | Riesgo: 5
6533)	CI: I-2-82 | Edad:82 | Riesgo: 5
6534)	CI: I-4-75 | Edad:75 | Riesgo: 5
6535)	CI: I-5-86 | Edad:86 | Riesgo: 3
6536)	CI: I-3-87 | Edad:87 | Riesgo: 2
6537)	CI: I-6-87 | Edad:87 | Riesgo: 5
6538)	CI: I-8-69 | Edad:69 | Riesgo: 4
6539)	CI: I-9-69 | Edad:69 | Riesgo: 2
6540)	CI: I-0-66 | Edad:66 | Riesgo: 5
6541)	CI: I-7-82 | Edad:82 | Riesgo: 1
6542)	CI: I-1-67 | Edad:67 | Riesgo: 2
6543)	CI: I-2-67 | Edad:67 | Riesgo: 2
6544)	CI: I-4-74 | Edad:74 | Riesgo: 5
6545)	CI: I-5-86 | Edad:86 | Riesgo: 5
6546)	CI: I-3-63 | Edad:63 | Riesgo: 3
6547)	CI: I-6-70 | Edad:70 | Riesgo: 5
6548)	CI: I-9-66 | Edad:66 | Riesgo: 2
6549)	CI: I-8-86 | Edad:86 | Riesgo: 5
6550)	CI: I-0-80 | Edad:80 | Riesgo: 1
6551)	CI: I-7-21 | Edad:21 | Riesgo: 1
6552)	CI: I-1-85 | Edad:85 | Riesgo: 5
6553)	CI: I-2-63 | Edad:63 | Riesgo: 3
6554)	CI: I-4-81 | Edad:81 | Riesgo: 3
6555)	CI: I-5-81 | Edad:81 | Riesgo: 3
6556)	CI: I-3-81 | Edad:81 | Riesgo: 4
6557)	CI: I-6-70 | Edad:70 | Riesgo: 4
6558)	CI: I-9-78 | Edad:78 | Riesgo: 1
6559)	CI: I-8-66 | Edad:66 | Riesgo: 5
6560)	CI: I-0-67 | Edad:67 | Riesgo: 2
6561)	CI: I-7-27 | Edad:27 | Riesgo: 4
6562)	CI: I-1-83 | Edad:83 | Riesgo: 1
6563)	CI: I-2-78 | Edad:78 | Riesgo: 5
6564)	CI: I-4-72 | Edad:72 | Riesgo: 5
6565)	CI: I-5-88 | Edad:88 | Riesgo: 3
6566)	CI: I-3-66 | Edad:66 | Riesgo: 3
6567)	CI: I-6-66 | Edad:66 | Riesgo: 4
6568)	CI: I-9-48 | Edad:48 | Riesgo: 2
6569)	CI: I-8-84 | Edad:84 | Riesgo: 1
6570)	CI: I-0-78 | Edad:78 | Riesgo: 3
6571)	CI: I-7-44 | Edad:44 | Riesgo: 2
6572)	CI: I-1-31 | Edad:31 | Riesgo: 3
6573)	CI: I-2-28 | Edad:28 | Riesgo: 3
6574)	CI: I-4-88 | Edad:88 | Riesgo: 3
6575)	CI: I-5-30 | Edad:30 | Riesgo: 3
6576)	CI: I-3-71 | Edad:71 | Riesgo: 5
6577)	CI: I-6-86 | Edad:86 | Riesgo: 4
6578)	CI: I-9-77 | Edad:77 | Riesgo: 2
6579)	CI: I-8-37 | Edad:37 | Riesgo: 2
6580)	CI: I-0-78 | Edad:78 | Riesgo: 4
6581)	CI: I-7-57 | Edad:57 | Riesgo: 3
6582)	CI: I-1-50 | Edad:50 | Riesgo: 4
6583)	CI: I-2-84 | Edad:84 | Riesgo: 1
6584)	CI: I-4-71 | Edad:71 | Riesgo: 3
6585)	CI: I-5-66 | Edad:66 | Riesgo: 3
6586)	CI: I-3-80 | Edad:80 | Riesgo: 3
6587)	CI: I-6-86 | Edad:86 | Riesgo: 2
6588)	CI: I-9-63 | Edad:63 | Riesgo: 2
6589)	CI: I-8-81 | Edad:81 | Riesgo: 2
6590)	CI: I-0-71 | Edad:71 | Riesgo: 5
6591)	CI: I-7-80 | Edad:80 | Riesgo: 4
6592)	CI: I-1-57 | Edad:57 | Riesgo: 5
6593)	CI: I-2-86 | Edad:86 | Riesgo: 3
6594)	CI: I-4-85 | Edad:85 | Riesgo: 1
6595)	CI: I-5-22 | Edad:22 | Riesgo: 2
6596)	CI: I-3-72 | Edad:72 | Riesgo: 1
6597)	CI: I-6-71 | Edad:71 | Riesgo: 5
6598)	CI: I-9-52 | Edad:52 | Riesgo: 4
6599)	CI: I-8-18 | Edad:18 | Riesgo: 2
6600)	CI: I-0-33 | Edad:33 | Riesgo: 3
6601)	CI: I-7-87 | Edad:87 | Riesgo: 5
6602)	CI: I-1-69 | Edad:69 | Riesgo: 4
6603)	CI: I-2-70 | Edad:70 | Riesgo: 5
6604)	CI: I-4-38 | Edad:38 | Riesgo: 1
6605)	CI: I-5-68 | Edad:68 | Riesgo: 2
6606)	CI: I-3-79 | Edad:79 | Riesgo: 1
6607)	CI: I-6-70 | Edad:70 | Riesgo: 3
6608)	CI: I-9-83 | Edad:83 | Riesgo: 5
6609)	CI: I-8-67 | Edad:67 | Riesgo: 3
6610)	CI: I-0-79 | Edad:79 | Riesgo: 3
6611)	CI: I-7-79 | Edad:79 | Riesgo: 2
6612)	CI: I-1-18 | Edad:18 | Riesgo: 5
6613)	CI: I-2-85 | Edad:85 | Riesgo: 2
6614)	CI: I-4-32 | Edad:32 | Riesgo: 3
6615)	CI: I-5-85 | Edad:85 | Riesgo: 2
6616)	CI: I-3-66 | Edad:66 | Riesgo: 1
6617)	CI: I-6-87 | Edad:87 | Riesgo: 2
6618)	CI: I-9-82 | Edad:82 | Riesgo: 1
6619)	CI: I-8-29 | Edad:29 | Riesgo: 2
6620)	CI: I-0-74 | Edad:74 | Riesgo: 2
6621)	CI: I-7-72 | Edad:72 | Riesgo: 4
6622)	CI: I-1-66 | Edad:66 | Riesgo: 4
6623)	CI: I-2-81 | Edad:81 | Riesgo: 5
6624)	CI: I-4-20 | Edad:20 | Riesgo: 4
6625)	CI: I-5-73 | Edad:73 | Riesgo: 1
6626)	CI: I-3-49 | Edad:49 | Riesgo: 3
6627)	CI: I-6-61 | Edad:61 | Riesgo: 3
6628)	CI: I-9-19 | Edad:19 | Riesgo: 1
6629)	CI: I-8-23 | Edad:23 | Riesgo: 4
6630)	CI: I-0-78 | Edad:78 | Riesgo: 2
6631)	CI: I-7-73 | Edad:73 | Riesgo: 2
6632)	CI: I-1-67 | Edad:67 | Riesgo: 4
6633)	CI: I-2-83 | Edad:83 | Riesgo: 1
6634)	CI: I-4-77 | Edad:77 | Riesgo: 5
6635)	CI: I-5-67 | Edad:67 | Riesgo: 1
6636)	CI: I-3-83 | Edad:83 | Riesgo: 5
6637)	CI: I-6-22 | Edad:22 | Riesgo: 4
6638)	CI: I-9-85 | Edad:85 | Riesgo: 4
6639)	CI: I-8-87 | Edad:87 | Riesgo: 1
6640)	CI: I-0-74 | Edad:74 | Riesgo: 1
6641)	CI: I-7-85 | Edad:85 | Riesgo: 5
6642)	CI: I-1-78 | Edad:78 | Riesgo: 3
6643)	CI: I-2-51 | Edad:51 | Riesgo: 4
6644)	CI: I-4-76 | Edad:76 | Riesgo: 3
6645)	CI: I-5-76 | Edad:76 | Riesgo: 1
6646)	CI: I-3-74 | Edad:74 | Riesgo: 2
6647)	CI: I-6-45 | Edad:45 | Riesgo: 2
6648)	CI: I-9-89 | Edad:89 | Riesgo: 4
6649)	CI: I-8-87 | Edad:87 | Riesgo: 4
6650)	CI: I-7-83 | Edad:83 | Riesgo: 5
6651)	CI: I-0-86 | Edad:86 | Riesgo: 3
6652)	CI: I-1-80 | Edad:80 | Riesgo: 5
6653)	CI: I-2-23 | Edad:23 | Riesgo: 4
6654)	CI: I-4-71 | Edad:71 | Riesgo: 2
6655)	CI: I-5-85 | Edad:85 | Riesgo: 2
6656)	CI: I-3-72 | Edad:72 | Riesgo: 1
6657)	CI: I-6-52 | Edad:52 | Riesgo: 4
6658)	CI: I-9-82 | Edad:82 | Riesgo: 3
6659)	CI: I-8-79 | Edad:79 | Riesgo: 1
6660)	CI: I-7-64 | Edad:64 | Riesgo: 1
6661)	CI: I-0-74 | Edad:74 | Riesgo: 5
6662)	CI: I-1-81 | Edad:81 | Riesgo: 1
6663)	CI: I-2-85 | Edad:85 | Riesgo: 3
6664)	CI: I-4-72 | Edad:72 | Riesgo: 4
6665)	CI: I-5-89 | Edad:89 | Riesgo: 1
6666)	CI: I-3-62 | Edad:62 | Riesgo: 2
6667)	CI: I-6-49 | Edad:49 | Riesgo: 2
6668)	CI: I-9-85 | Edad:85 | Riesgo: 3
6669)	CI: I-8-73 | Edad:73 | Riesgo: 5
6670)	CI: I-7-84 | Edad:84 | Riesgo: 1
6671)	CI: I-0-76 | Edad:76 | Riesgo: 1
6672)	CI: I-1-52 | Edad:52 | Riesgo: 3
6673)	CI: I-2-36 | Edad:36 | Riesgo: 2
6674)	CI: I-4-88 | Edad:88 | Riesgo: 5
6675)	CI: I-5-68 | Edad:68 | Riesgo: 1
6676)	CI: I-3-76 | Edad:76 | Riesgo: 4
6677)	CI: I-6-69 | Edad:69 | Riesgo: 5
6678)	CI: I-9-44 | Edad:44 | Riesgo: 2
6679)	CI: I-8-83 | Edad:83 | Riesgo: 3
6680)	CI: I-7-81 | Edad:81 | Riesgo: 4
6681)	CI: I-0-76 | Edad:76 | Riesgo: 3
6682)	CI: I-1-44 | Edad:44 | Riesgo: 3
6683)	CI: I-2-70 | Edad:70 | Riesgo: 5
6684)	CI: I-4-82 | Edad:82 | Riesgo: 1
6685)	CI: I-5-66 | Edad:66 | Riesgo: 3
6686)	CI: I-3-88 | Edad:88 | Riesgo: 2
6687)	CI: I-6-66 | Edad:66 | Riesgo: 3
6688)	CI: I-9-81 | Edad:81 | Riesgo: 4
6689)	CI: I-8-81 | Edad:81 | Riesgo: 1
6690)	CI: I-7-25 | Edad:25 | Riesgo: 4
6691)	CI: I-0-80 | Edad:80 | Riesgo: 2
6692)	CI: I-1-77 | Edad:77 | Riesgo: 2
6693)	CI: I-2-61 | Edad:61 | Riesgo: 1
6694)	CI: I-4-66 | Edad:66 | Riesgo: 1
6695)	CI: I-3-87 | Edad:87 | Riesgo: 1
6696)	CI: I-5-80 | Edad:80 | Riesgo: 5
6697)	CI: I-6-71 | Edad:71 | Riesgo: 1
6698)	CI: I-9-32 | Edad:32 | Riesgo: 5
6699)	CI: I-8-47 | Edad:47 | Riesgo: 2
6700)	CI: I-7-74 | Edad:74 | Riesgo: 1
6701)	CI: I-0-42 | Edad:42 | Riesgo: 2
6702)	CI: I-1-72 | Edad:72 | Riesgo: 4
6703)	CI: I-2-80 | Edad:80 | Riesgo: 1
6704)	CI: I-4-85 | Edad:85 | Riesgo: 3
6705)	CI: I-3-88 | Edad:88 | Riesgo: 2
6706)	CI: I-5-69 | Edad:69 | Riesgo: 3
6707)	CI: I-6-25 | Edad:25 | Riesgo: 3
6708)	CI: I-9-87 | Edad:87 | Riesgo: 1
6709)	CI: I-8-86 | Edad:86 | Riesgo: 1
6710)	CI: I-7-31 | Edad:31 | Riesgo: 3
6711)	CI: I-0-67 | Edad:67 | Riesgo: 5
6712)	CI: I-1-73 | Edad:73 | Riesgo: 4
6713)	CI: I-2-80 | Edad:80 | Riesgo: 5
6714)	CI: I-4-86 | Edad:86 | Riesgo: 5
6715)	CI: I-3-88 | Edad:88 | Riesgo: 2
6716)	CI: I-5-78 | Edad:78 | Riesgo: 1
6717)	CI: I-6-78 | Edad:78 | Riesgo: 2
6718)	CI: I-9-19 | Edad:19 | Riesgo: 1
6719)	CI: I-8-25 | Edad:25 | Riesgo: 3
6720)	CI: I-7-20 | Edad:20 | Riesgo: 1
6721)	CI: I-0-75 | Edad:75 | Riesgo: 3
6722)	CI: I-1-88 | Edad:88 | Riesgo: 3
6723)	CI: I-2-88 | Edad:88 | Riesgo: 4
6724)	CI: I-4-58 | Edad:58 | Riesgo: 5
6725)	CI: I-3-65 | Edad:65 | Riesgo: 3
6726)	CI: I-5-66 | Edad:66 | Riesgo: 5
6727)	CI: I-6-73 | Edad:73 | Riesgo: 5
6728)	CI: I-9-47 | Edad:47 | Riesgo: 2
6729)	CI: I-8-21 | Edad:21 | Riesgo: 3
6730)	CI: I-7-68 | Edad:68 | Riesgo: 3
6731)	CI: I-0-32 | Edad:32 | Riesgo: 4
6732)	CI: I-1-81 | Edad:81 | Riesgo: 3
6733)	CI: I-2-73 | Edad:73 | Riesgo: 5
6734)	CI: I-4-85 | Edad:85 | Riesgo: 4
6735)	CI: I-3-59 | Edad:59 | Riesgo: 5
6736)	CI: I-5-67 | Edad:67 | Riesgo: 5
6737)	CI: I-6-89 | Edad:89 | Riesgo: 5
6738)	CI: I-9-85 | Edad:85 | Riesgo: 1
6739)	CI: I-8-87 | Edad:87 | Riesgo: 1
6740)	CI: I-7-76 | Edad:76 | Riesgo: 5
6741)	CI: I-0-78 | Edad:78 | Riesgo: 2
6742)	CI: I-1-70 | Edad:70 | Riesgo: 2
6743)	CI: I-2-87 | Edad:87 | Riesgo: 2
6744)	CI: I-4-55 | Edad:55 | Riesgo: 3
6745)	CI: I-3-25 | Edad:25 | Riesgo: 1
6746)	CI: I-5-89 | Edad:89 | Riesgo: 3
6747)	CI: I-6-73 | Edad:73 | Riesgo: 2
6748)	CI: I-9-73 | Edad:73 | Riesgo: 2
6749)	CI: I-8-65 | Edad:65 | Riesgo: 1
6750)	CI: I-7-72 | Edad:72 | Riesgo: 2
6751)	CI: I-0-77 | Edad:77 | Riesgo: 2
6752)	CI: I-1-83 | Edad:83 | Riesgo: 2
6753)	CI: I-2-81 | Edad:81 | Riesgo: 5
6754)	CI: I-4-62 | Edad:62 | Riesgo: 3
6755)	CI: I-3-40 | Edad:40 | Riesgo: 1
6756)	CI: I-5-51 | Edad:51 | Riesgo: 5
6757)	CI: I-6-88 | Edad:88 | Riesgo: 5
6758)	CI: I-9-73 | Edad:73 | Riesgo: 2
6759)	CI: I-8-82 | Edad:82 | Riesgo: 3
6760)	CI: I-7-68 | Edad:68 | Riesgo: 2
6761)	CI: I-0-19 | Edad:19 | Riesgo: 5
6762)	CI: I-1-84 | Edad:84 | Riesgo: 2
6763)	CI: I-2-77 | Edad:77 | Riesgo: 2
6764)	CI: I-4-77 | Edad:77 | Riesgo: 4
6765)	CI: I-3-72 | Edad:72 | Riesgo: 1
6766)	CI: I-5-60 | Edad:60 | Riesgo: 2
6767)	CI: I-6-73 | Edad:73 | Riesgo: 5
6768)	CI: I-9-86 | Edad:86 | Riesgo: 1
6769)	CI: I-8-82 | Edad:82 | Riesgo: 1
6770)	CI: I-7-71 | Edad:71 | Riesgo: 1
6771)	CI: I-0-76 | Edad:76 | Riesgo: 4
6772)	CI: I-1-36 | Edad:36 | Riesgo: 2
6773)	CI: I-2-61 | Edad:61 | Riesgo: 4
6774)	CI: I-4-75 | Edad:75 | Riesgo: 3
6775)	CI: I-3-82 | Edad:82 | Riesgo: 2
6776)	CI: I-5-68 | Edad:68 | Riesgo: 5
6777)	CI: I-6-60 | Edad:60 | Riesgo: 2
6778)	CI: I-9-66 | Edad:66 | Riesgo: 4
6779)	CI: I-8-66 | Edad:66 | Riesgo: 2
6780)	CI: I-7-67 | Edad:67 | Riesgo: 2
6781)	CI: I-0-68 | Edad:68 | Riesgo: 4
6782)	CI: I-1-89 | Edad:89 | Riesgo: 5
6783)	CI: I-2-75 | Edad:75 | Riesgo: 1
6784)	CI: I-4-71 | Edad:71 | Riesgo: 1
6785)	CI: I-3-75 | Edad:75 | Riesgo: 2
6786)	CI: I-5-27 | Edad:27 | Riesgo: 2
6787)	CI: I-6-75 | Edad:75 | Riesgo: 2
6788)	CI: I-9-53 | Edad:53 | Riesgo: 4
6789)	CI: I-8-68 | Edad:68 | Riesgo: 2
6790)	CI: I-7-75 | Edad:75 | Riesgo: 5
6791)	CI: I-0-87 | Edad:87 | Riesgo: 3
6792)	CI: I-1-27 | Edad:27 | Riesgo: 1
6793)	CI: I-2-84 | Edad:84 | Riesgo: 1
6794)	CI: I-4-87 | Edad:87 | Riesgo: 4
6795)	CI: I-3-72 | Edad:72 | Riesgo: 4
6796)	CI: I-5-77 | Edad:77 | Riesgo: 5
6797)	CI: I-6-64 | Edad:64 | Riesgo: 3
6798)	CI: I-9-69 | Edad:69 | Riesgo: 1
6799)	CI: I-8-87 | Edad:87 | Riesgo: 5
6800)	CI: I-7-53 | Edad:53 | Riesgo: 5
6801)	CI: I-0-41 | Edad:41 | Riesgo: 4
6802)	CI: I-1-69 | Edad:69 | Riesgo: 5
6803)	CI: I-2-73 | Edad:73 | Riesgo: 2
6804)	CI: I-4-80 | Edad:80 | Riesgo: 2
6805)	CI: I-3-61 | Edad:61 | Riesgo: 1
6806)	CI: I-5-78 | Edad:78 | Riesgo: 5
6807)	CI: I-6-26 | Edad:26 | Riesgo: 1
6808)	CI: I-9-20 | Edad:20 | Riesgo: 4
6809)	CI: I-8-81 | Edad:81 | Riesgo: 2
6810)	CI: I-7-71 | Edad:71 | Riesgo: 3
6811)	CI: I-0-19 | Edad:19 | Riesgo: 2
6812)	CI: I-1-71 | Edad:71 | Riesgo: 5
6813)	CI: I-2-38 | Edad:38 | Riesgo: 2
6814)	CI: I-4-75 | Edad:75 | Riesgo: 5
6815)	CI: I-3-72 | Edad:72 | Riesgo: 1
6816)	CI: I-5-54 | Edad:54 | Riesgo: 2
6817)	CI: I-6-70 | Edad:70 | Riesgo: 2
6818)	CI: I-9-87 | Edad:87 | Riesgo: 1
6819)	CI: I-8-57 | Edad:57 | Riesgo: 3
6820)	CI: I-7-41 | Edad:41 | Riesgo: 5
6821)	CI: I-0-30 | Edad:30 | Riesgo: 2
6822)	CI: I-1-57 | Edad:57 | Riesgo: 2
6823)	CI: I-2-86 | Edad:86 | Riesgo: 2
6824)	CI: I-4-76 | Edad:76 | Riesgo: 5
6825)	CI: I-3-33 | Edad:33 | Riesgo: 3
6826)	CI: I-5-75 | Edad:75 | Riesgo: 4
6827)	CI: I-6-46 | Edad:46 | Riesgo: 5
6828)	CI: I-9-86 | Edad:86 | Riesgo: 1
6829)	CI: I-8-57 | Edad:57 | Riesgo: 1
6830)	CI: I-7-69 | Edad:69 | Riesgo: 2
6831)	CI: I-0-84 | Edad:84 | Riesgo: 2
6832)	CI: I-1-87 | Edad:87 | Riesgo: 5
6833)	CI: I-2-76 | Edad:76 | Riesgo: 1
6834)	CI: I-4-38 | Edad:38 | Riesgo: 2
6835)	CI: I-3-52 | Edad:52 | Riesgo: 4
6836)	CI: I-5-89 | Edad:89 | Riesgo: 3
6837)	CI: I-6-73 | Edad:73 | Riesgo: 4
6838)	CI: I-9-68 | Edad:68 | Riesgo: 2
6839)	CI: I-8-23 | Edad:23 | Riesgo: 4
6840)	CI: I-7-75 | Edad:75 | Riesgo: 5
6841)	CI: I-0-80 | Edad:80 | Riesgo: 1
6842)	CI: I-1-82 | Edad:82 | Riesgo: 2
6843)	CI: I-2-75 | Edad:75 | Riesgo: 5
6844)	CI: I-4-69 | Edad:69 | Riesgo: 4
6845)	CI: I-3-73 | Edad:73 | Riesgo: 5
6846)	CI: I-5-74 | Edad:74 | Riesgo: 4
6847)	CI: I-6-42 | Edad:42 | Riesgo: 4
6848)	CI: I-9-71 | Edad:71 | Riesgo: 4
6849)	CI: I-8-87 | Edad:87 | Riesgo: 2
6850)	CI: I-7-68 | Edad:68 | Riesgo: 2
6851)	CI: I-0-75 | Edad:75 | Riesgo: 4
6852)	CI: I-1-70 | Edad:70 | Riesgo: 3
6853)	CI: I-2-79 | Edad:79 | Riesgo: 2
6854)	CI: I-4-70 | Edad:70 | Riesgo: 5
6855)	CI: I-3-89 | Edad:89 | Riesgo: 4
6856)	CI: I-5-73 | Edad:73 | Riesgo: 5
6857)	CI: I-6-47 | Edad:47 | Riesgo: 4
6858)	CI: I-9-70 | Edad:70 | Riesgo: 2
6859)	CI: I-8-36 | Edad:36 | Riesgo: 1
6860)	CI: I-7-71 | Edad:71 | Riesgo: 5
6861)	CI: I-0-42 | Edad:42 | Riesgo: 2
6862)	CI: I-1-83 | Edad:83 | Riesgo: 1
6863)	CI: I-2-73 | Edad:73 | Riesgo: 1
6864)	CI: I-4-88 | Edad:88 | Riesgo: 4
6865)	CI: I-3-89 | Edad:89 | Riesgo: 4
6866)	CI: I-5-87 | Edad:87 | Riesgo: 5
6867)	CI: I-6-66 | Edad:66 | Riesgo: 2
6868)	CI: I-9-71 | Edad:71 | Riesgo: 3
6869)	CI: I-8-25 | Edad:25 | Riesgo: 4
6870)	CI: I-7-82 | Edad:82 | Riesgo: 3
6871)	CI: I-0-71 | Edad:71 | Riesgo: 2
6872)	CI: I-1-54 | Edad:54 | Riesgo: 2
6873)	CI: I-2-86 | Edad:86 | Riesgo: 1
6874)	CI: I-4-78 | Edad:78 | Riesgo: 4
6875)	CI: I-3-81 | Edad:81 | Riesgo: 2
6876)	CI: I-5-57 | Edad:57 | Riesgo: 5
6877)	CI: I-6-69 | Edad:69 | Riesgo: 2
6878)	CI: I-9-60 | Edad:60 | Riesgo: 2
6879)	CI: I-8-69 | Edad:69 | Riesgo: 3
6880)	CI: I-7-56 | Edad:56 | Riesgo: 1
6881)	CI: I-0-70 | Edad:70 | Riesgo: 4
6882)	CI: I-1-83 | Edad:83 | Riesgo: 2
6883)	CI: I-2-84 | Edad:84 | Riesgo: 2
6884)	CI: I-4-75 | Edad:75 | Riesgo: 4
6885)	CI: I-3-80 | Edad:80 | Riesgo: 1
6886)	CI: I-5-62 | Edad:62 | Riesgo: 2
6887)	CI: I-6-76 | Edad:76 | Riesgo: 5
6888)	CI: I-9-73 | Edad:73 | Riesgo: 2
6889)	CI: I-8-89 | Edad:89 | Riesgo: 2
6890)	CI: I-7-80 | Edad:80 | Riesgo: 5
6891)	CI: I-0-82 | Edad:82 | Riesgo: 2
6892)	CI: I-1-80 | Edad:80 | Riesgo: 2
6893)	CI: I-2-86 | Edad:86 | Riesgo: 4
6894)	CI: I-4-32 | Edad:32 | Riesgo: 1
6895)	CI: I-3-49 | Edad:49 | Riesgo: 5
6896)	CI: I-5-70 | Edad:70 | Riesgo: 5
6897)	CI: I-6-64 | Edad:64 | Riesgo: 2
6898)	CI: I-9-26 | Edad:26 | Riesgo: 2
6899)	CI: I-8-72 | Edad:72 | Riesgo: 4
6900)	CI: I-7-32 | Edad:32 | Riesgo: 4
6901)	CI: I-0-30 | Edad:30 | Riesgo: 5
6902)	CI: I-1-85 | Edad:85 | Riesgo: 2
6903)	CI: I-2-69 | Edad:69 | Riesgo: 1
6904)	CI: I-4-25 | Edad:25 | Riesgo: 3
6905)	CI: I-3-73 | Edad:73 | Riesgo: 3
6906)	CI: I-5-66 | Edad:66 | Riesgo: 1
6907)	CI: I-6-87 | Edad:87 | Riesgo: 1
6908)	CI: I-9-82 | Edad:82 | Riesgo: 5
6909)	CI: I-8-86 | Edad:86 | Riesgo: 2
6910)	CI: I-7-86 | Edad:86 | Riesgo: 1
6911)	CI: I-0-20 | Edad:20 | Riesgo: 2
6912)	CI: I-1-67 | Edad:67 | Riesgo: 2
6913)	CI: I-2-74 | Edad:74 | Riesgo: 4
6914)	CI: I-4-88 | Edad:88 | Riesgo: 3
6915)	CI: I-3-19 | Edad:19 | Riesgo: 2
6916)	CI: I-5-23 | Edad:23 | Riesgo: 4
6917)	CI: I-6-80 | Edad:80 | Riesgo: 3
6918)	CI: I-9-40 | Edad:40 | Riesgo: 3
6919)	CI: I-8-72 | Edad:72 | Riesgo: 4
6920)	CI: I-7-73 | Edad:73 | Riesgo: 1
6921)	CI: I-0-25 | Edad:25 | Riesgo: 1
6922)	CI: I-1-52 | Edad:52 | Riesgo: 2
6923)	CI: I-2-70 | Edad:70 | Riesgo: 3
6924)	CI: I-4-34 | Edad:34 | Riesgo: 3
6925)	CI: I-3-79 | Edad:79 | Riesgo: 3
6926)	CI: I-5-47 | Edad:47 | Riesgo: 2
6927)	CI: I-6-88 | Edad:88 | Riesgo: 2
6928)	CI: I-9-89 | Edad:89 | Riesgo: 2
6929)	CI: I-8-80 | Edad:80 | Riesgo: 1
6930)	CI: I-7-70 | Edad:70 | Riesgo: 3
6931)	CI: I-0-36 | Edad:36 | Riesgo: 3
6932)	CI: I-1-43 | Edad:43 | Riesgo: 3
6933)	CI: I-2-67 | Edad:67 | Riesgo: 2
6934)	CI: I-3-67 | Edad:67 | Riesgo: 1
6935)	CI: I-4-23 | Edad:23 | Riesgo: 3
6936)	CI: I-5-76 | Edad:76 | Riesgo: 4
6937)	CI: I-6-53 | Edad:53 | Riesgo: 4
6938)	CI: I-9-75 | Edad:75 | Riesgo: 3
6939)	CI: I-8-82 | Edad:82 | Riesgo: 3
6940)	CI: I-7-80 | Edad:80 | Riesgo: 3
6941)	CI: I-0-85 | Edad:85 | Riesgo: 2
6942)	CI: I-1-80 | Edad:80 | Riesgo: 3
6943)	CI: I-2-89 | Edad:89 | Riesgo: 1
6944)	CI: I-3-82 | Edad:82 | Riesgo: 1
6945)	CI: I-4-71 | Edad:71 | Riesgo: 4
6946)	CI: I-5-86 | Edad:86 | Riesgo: 4
6947)	CI: I-6-74 | Edad:74 | Riesgo: 5
6948)	CI: I-9-70 | Edad:70 | Riesgo: 2
6949)	CI: I-8-51 | Edad:51 | Riesgo: 4
6950)	CI: I-7-69 | Edad:69 | Riesgo: 4
6951)	CI: I-0-67 | Edad:67 | Riesgo: 5
6952)	CI: I-1-89 | Edad:89 | Riesgo: 2
6953)	CI: I-2-46 | Edad:46 | Riesgo: 4
6954)	CI: I-3-72 | Edad:72 | Riesgo: 3
6955)	CI: I-4-40 | Edad:40 | Riesgo: 4
6956)	CI: I-5-56 | Edad:56 | Riesgo: 2
6957)	CI: I-6-78 | Edad:78 | Riesgo: 2
6958)	CI: I-9-80 | Edad:80 | Riesgo: 5
6959)	CI: I-8-81 | Edad:81 | Riesgo: 1
6960)	CI: I-7-28 | Edad:28 | Riesgo: 4
6961)	CI: I-0-82 | Edad:82 | Riesgo: 1
6962)	CI: I-1-67 | Edad:67 | Riesgo: 4
6963)	CI: I-2-82 | Edad:82 | Riesgo: 4
6964)	CI: I-3-88 | Edad:88 | Riesgo: 2
6965)	CI: I-4-68 | Edad:68 | Riesgo: 3
